YEAR,MO,DY,HR,SRAD,WS,TM,HU
2024,6,14,10,691.15,1.3,41.96,6.36
2024,6,14,11,756.28,1.65,43.02,6.75
2024,6,14,12,678.62,2.01,43.66,7.18
2024,6,14,13,697.78,2.41,43.88,7.64
2024,6,14,14,628.88,2.86,43.57,8.09
2024,6,14,15,502.83,3.36,43.19,8.41
2024,6,14,16,328.5,3.96,42.33,8.7
2024,6,14,17,155.8,4.66,41.28,8.98
2024,6,14,18,24.02,4.5,39.63,9.42
2024,6,14,19,0.0,5.06,38.16,9.86
2024,6,14,20,0.0,6.26,37.25,9.98
2024,6,14,21,0.0,6.82,36.18,9.91
2024,6,14,22,0.0,6.88,35.06,9.8
2024,6,14,23,0.0,6.79,34.1,9.74
2024,6,15,0,0.0,6.54,33.24,9.85
2024,6,15,1,0.0,6.43,32.6,10.17
2024,6,15,2,0.0,6.29,32.08,10.66
2024,6,15,3,0.0,6.04,31.66,11.19
2024,6,15,4,0.0,5.85,31.33,11.61
2024,6,15,5,28.65,6.17,31.49,11.82
2024,6,15,6,179.05,7.09,33.65,11.74
2024,6,15,7,379.02,7.94,36.54,11.41
2024,6,15,8,575.75,7.43,38.75,11.22
2024,6,15,9,746.83,6.61,40.51,11.06
2024,6,15,10,822.05,5.86,41.95,10.87
2024,6,15,11,794.55,5.34,43.03,10.61
2024,6,15,12,767.8,5.03,43.73,10.31
2024,6,15,13,434.52,4.89,44.03,10.05
2024,6,15,14,464.98,4.82,43.87,9.93
2024,6,15,15,386.92,4.9,43.31,10.05
2024,6,15,16,245.05,5.05,42.4,10.27
2024,6,15,17,123.07,5.14,41.22,10.49
2024,6,15,18,21.3,4.61,39.89,10.7
2024,6,15,19,0.0,4.27,38.81,10.85
2024,6,15,20,0.0,4.87,38.19,10.96
2024,6,15,21,0.0,5.26,37.35,11.07
2024,6,15,22,0.0,5.54,36.32,11.23
2024,6,15,23,0.0,5.65,35.27,11.46
2024,6,16,0,0.0,5.76,34.41,11.68
2024,6,16,1,0.0,5.8,33.75,11.86
2024,6,16,2,0.0,5.85,33.21,11.99
2024,6,16,3,0.0,5.84,32.71,12.09
2024,6,16,4,0.0,5.49,32.16,12.23
2024,6,16,5,25.95,5.83,32.06,12.49
2024,6,16,6,166.2,7.64,33.88,13.21
2024,6,16,7,357.92,8.67,36.35,13.72
2024,6,16,8,562.38,7.84,38.59,13.68
2024,6,16,9,709.78,6.76,40.46,13.58
2024,6,16,10,668.4,6.0,41.92,13.47
2024,6,16,11,685.55,5.65,42.97,13.41
2024,6,16,12,655.35,5.63,43.59,13.44
2024,6,16,13,561.65,5.74,43.86,13.54
2024,6,16,14,589.88,5.78,43.68,13.63
2024,6,16,15,467.52,5.72,43.1,13.66
2024,6,16,16,287.0,5.55,42.48,13.59
2024,6,16,17,134.65,5.24,41.38,13.47
2024,6,16,18,20.83,4.43,40.13,13.41
2024,6,16,19,0.0,3.09,38.71,13.42
2024,6,16,20,0.0,3.24,37.95,13.48
2024,6,16,21,0.0,3.7,37.35,13.57
2024,6,16,22,0.0,4.57,36.83,13.67
2024,6,16,23,0.0,5.49,36.26,13.8
2024,6,17,0,0.0,6.22,35.62,13.94
2024,6,17,1,0.0,6.57,34.95,14.05
2024,6,17,2,0.0,6.57,34.25,14.05
2024,6,17,3,0.0,6.71,33.66,13.9
2024,6,17,4,0.0,6.48,33.13,13.67
2024,6,17,5,24.05,6.89,32.94,13.6
2024,6,17,6,144.12,9.34,34.2,13.98
2024,6,17,7,311.08,9.81,36.4,13.97
2024,6,17,8,504.5,8.87,38.82,13.66
2024,6,17,9,662.47,7.43,40.87,13.63
2024,6,17,10,784.75,6.25,42.41,13.76
2024,6,17,11,852.38,5.54,43.49,13.95
2024,6,17,12,832.9,5.38,43.79,14.16
2024,6,17,13,717.67,5.59,43.72,14.42
2024,6,17,14,629.53,5.72,43.13,14.57
2024,6,17,15,511.0,5.69,42.64,14.52
2024,6,17,16,300.6,5.64,42.03,14.4
2024,6,17,17,140.75,5.62,41.15,14.23
2024,6,17,18,22.1,5.23,40.05,14.08
2024,6,17,19,0.0,4.55,39.03,14.03
2024,6,17,20,0.0,4.72,38.29,14.02
2024,6,17,21,0.0,5.06,37.6,13.98
2024,6,17,22,0.0,5.43,36.96,13.87
2024,6,17,23,0.0,5.71,36.33,13.68
2024,6,18,0,0.0,5.9,35.73,13.49
2024,6,18,1,0.0,6.09,35.18,13.38
2024,6,18,2,0.0,6.28,34.74,13.3
2024,6,18,3,0.0,6.41,34.42,13.21
2024,6,18,4,0.0,6.51,34.08,13.06
2024,6,18,5,27.27,7.05,34.01,12.89
2024,6,18,6,179.15,8.0,35.24,12.75
2024,6,18,7,376.75,8.63,37.36,12.75
2024,6,18,8,577.58,8.08,39.45,12.74
2024,6,18,9,744.7,7.71,40.85,12.8
2024,6,18,10,866.62,7.6,41.9,12.94
2024,6,18,11,913.0,7.58,42.69,13.1
2024,6,18,12,912.58,7.56,43.21,13.26
2024,6,18,13,789.47,7.55,43.42,13.42
2024,6,18,14,721.35,7.55,43.38,13.47
2024,6,18,15,564.8,7.53,43.05,13.43
2024,6,18,16,369.7,7.49,42.32,13.34
2024,6,18,17,175.07,7.41,41.21,13.2
2024,6,18,18,26.15,6.92,39.86,13.07
2024,6,18,19,0.0,6.26,38.67,13.02
2024,6,18,20,0.0,6.71,37.86,12.97
2024,6,18,21,0.0,6.65,36.91,12.91
2024,6,18,22,0.0,6.59,36.03,12.81
2024,6,18,23,0.0,6.64,35.26,12.67
2024,6,19,0,0.0,6.72,34.55,12.58
2024,6,19,1,0.0,6.76,33.86,12.58
2024,6,19,2,0.0,6.31,33.3,12.7
2024,6,19,3,0.0,5.92,32.87,12.94
2024,6,19,4,0.0,5.83,32.5,13.29
2024,6,19,5,27.27,6.24,32.43,13.82
2024,6,19,6,172.4,8.49,33.69,14.99
2024,6,19,7,370.35,8.72,35.72,15.61
2024,6,19,8,581.35,8.17,38.04,15.56
2024,6,19,9,756.9,7.49,39.91,15.35
2024,6,19,10,883.25,6.92,41.25,15.11
2024,6,19,11,923.08,6.52,42.35,14.79
2024,6,19,12,840.47,6.24,43.06,14.45
2024,6,19,13,854.97,6.0,43.38,14.12
2024,6,19,14,725.62,5.95,43.35,13.82
2024,6,19,15,549.28,6.12,42.97,13.51
2024,6,19,16,345.65,6.31,42.18,13.24
2024,6,19,17,164.68,6.42,40.95,13.04
2024,6,19,18,24.0,6.18,39.54,12.94
2024,6,19,19,0.0,5.81,38.45,12.94
2024,6,19,20,0.0,5.9,37.62,12.97
2024,6,19,21,0.0,5.86,36.76,12.97
2024,6,19,22,0.0,5.72,35.97,12.92
2024,6,19,23,0.0,5.5,35.28,12.84
2024,6,20,0,0.0,5.19,34.62,12.73
2024,6,20,1,0.0,4.82,33.96,12.61
2024,6,20,2,0.0,4.4,33.32,12.55
2024,6,20,3,0.0,4.56,32.9,12.65
2024,6,20,4,0.0,4.97,32.57,13.1
2024,6,20,5,23.1,5.65,32.71,13.92
2024,6,20,6,145.68,6.54,33.89,15.05
2024,6,20,7,319.3,6.23,35.24,15.72
2024,6,20,8,504.3,5.09,36.65,15.42
2024,6,20,9,672.95,4.08,37.75,14.74
2024,6,20,10,581.45,3.23,38.93,14.05
2024,6,20,11,609.72,2.5,39.77,13.49
2024,6,20,12,528.67,2.0,40.51,13.15
2024,6,20,13,518.9,1.73,40.98,12.98
2024,6,20,14,360.7,1.71,40.95,12.92
2024,6,20,15,266.1,2.09,40.61,12.97
2024,6,20,16,177.57,2.66,39.98,13.07
2024,6,20,17,80.9,3.28,38.99,13.25
2024,6,20,18,13.75,3.59,37.68,13.83
2024,6,20,19,0.0,4.4,36.25,14.61
2024,6,20,20,0.0,5.48,34.78,15.38
2024,6,20,21,0.0,6.13,32.98,16.28
2024,6,20,22,0.0,6.4,31.17,17.13
2024,6,20,23,0.0,5.72,29.7,17.68
2024,6,21,0,0.0,4.08,28.78,17.88
2024,6,21,1,0.0,2.15,28.43,18.04
2024,6,21,2,0.0,0.5,28.51,18.04
2024,6,21,3,0.0,1.0,28.5,18.27
2024,6,21,4,0.0,1.77,28.44,18.37
2024,6,21,5,21.75,2.26,28.55,18.27
2024,6,21,6,135.82,2.84,29.43,17.76
2024,6,21,7,300.83,3.18,31.53,16.39
2024,6,21,8,497.48,3.07,33.27,15.29
2024,6,21,9,676.35,2.7,34.08,15.48
2024,6,21,10,799.9,2.29,34.68,15.76
2024,6,21,11,850.62,1.8,35.3,15.85
2024,6,21,12,772.1,1.32,35.74,15.84
2024,6,21,13,452.38,1.0,36.05,15.76
2024,6,21,14,271.58,0.83,36.17,15.47
2024,6,21,15,103.7,0.98,36.07,15.1
2024,6,21,16,77.53,1.45,35.65,14.87
2024,6,21,17,37.12,1.87,34.83,14.96
2024,6,21,18,7.05,1.66,33.17,17.65
2024,6,21,19,0.0,1.68,31.81,18.97
2024,6,21,20,0.0,1.77,31.23,18.37
2024,6,21,21,0.0,1.73,30.74,18.17
2024,6,21,22,0.0,1.58,30.37,18.04
2024,6,21,23,0.0,1.37,30.1,17.91
2024,6,22,0,0.0,1.11,29.76,18.03
2024,6,22,1,0.0,0.76,29.25,17.96
2024,6,22,2,0.0,0.45,28.79,18.5
2024,6,22,3,0.0,0.17,28.43,18.78
2024,6,22,4,0.0,0.22,28.11,19.1
2024,6,22,5,19.3,0.53,28.3,18.43
2024,6,22,6,122.05,0.98,29.92,17.23
2024,6,22,7,277.83,0.87,32.13,16.5
2024,6,22,8,443.83,0.4,34.11,16.0
2024,6,22,9,649.55,0.2,35.39,15.73
2024,6,22,10,757.33,0.07,36.46,15.48
2024,6,22,11,882.95,0.08,37.1,15.19
2024,6,22,12,875.88,0.26,37.61,14.94
2024,6,22,13,789.97,0.53,38.06,14.7
2024,6,22,14,674.83,0.68,38.21,14.45
2024,6,22,15,500.95,0.61,37.88,14.17
2024,6,22,16,276.7,0.54,37.14,14.06
2024,6,22,17,119.95,0.66,36.29,14.04
2024,6,22,18,18.48,0.89,35.05,15.02
2024,6,22,19,0.0,1.16,33.62,16.79
2024,6,22,20,0.0,1.52,32.56,17.47
2024,6,22,21,0.0,1.84,31.89,17.09
2024,6,22,22,0.0,2.08,31.29,16.87
2024,6,22,23,0.0,2.21,30.81,16.79
2024,6,23,0,0.0,2.2,30.35,16.88
2024,6,23,1,0.0,2.06,29.96,17.06
2024,6,23,2,0.0,1.81,29.6,17.29
2024,6,23,3,0.0,1.54,29.25,17.49
2024,6,23,4,0.0,1.43,28.99,17.6
2024,6,23,5,16.2,1.66,29.12,17.29
2024,6,23,6,102.75,1.81,30.35,16.69
2024,6,23,7,227.45,1.98,33.07,15.32
2024,6,23,8,380.23,2.26,34.71,15.02
2024,6,23,9,560.4,2.34,35.89,15.13
2024,6,23,10,716.55,2.3,36.88,15.28
2024,6,23,11,811.55,2.2,37.69,15.39
2024,6,23,12,831.42,1.98,38.25,15.5
2024,6,23,13,726.7,1.69,38.53,15.58
2024,6,23,14,575.17,1.27,38.6,15.54
2024,6,23,15,406.7,1.03,38.57,15.4
2024,6,23,16,251.15,1.0,38.2,15.23
2024,6,23,17,123.62,1.05,37.5,15.17
2024,6,23,18,20.62,1.03,36.28,16.7
2024,6,23,19,0.0,1.29,34.7,19.65
2024,6,23,20,0.0,1.89,33.71,18.99
2024,6,23,21,0.0,2.41,32.89,18.17
2024,6,23,22,0.0,2.93,32.23,17.75
2024,6,23,23,0.0,3.42,31.62,17.71
2024,6,24,0,0.0,3.63,31.01,17.91
2024,6,24,1,0.0,3.45,30.47,18.17
2024,6,24,2,0.0,2.96,30.02,18.45
2024,6,24,3,0.0,2.46,29.64,18.68
2024,6,24,4,0.0,2.08,29.34,18.84
2024,6,24,5,12.43,2.13,29.39,18.67
2024,6,24,6,81.18,2.43,30.81,18.1
2024,6,24,7,177.62,2.61,33.51,16.82
2024,6,24,8,315.35,2.22,35.22,16.53
2024,6,24,9,468.23,2.31,36.41,16.53
2024,6,24,10,662.72,2.48,37.37,16.57
2024,6,24,11,741.28,2.5,38.03,16.53
2024,6,24,12,680.22,2.41,38.49,16.46
2024,6,24,13,620.0,2.25,38.67,16.34
2024,6,24,14,559.0,2.24,38.69,16.14
2024,6,24,15,350.85,2.42,38.5,15.89
2024,6,24,16,215.0,2.68,37.96,15.67
2024,6,24,17,104.85,3.1,36.87,15.91
2024,6,24,18,16.42,3.08,34.88,17.72
2024,6,24,19,0.0,4.22,33.48,17.96
2024,6,24,20,0.0,4.98,32.59,18.26
2024,6,24,21,0.0,4.9,31.8,18.71
2024,6,24,22,0.0,4.52,31.19,18.99
2024,6,24,23,0.0,3.93,30.68,19.17
2024,6,25,0,0.0,3.51,30.27,19.28
2024,6,25,1,0.0,3.16,29.91,19.38
2024,6,25,2,0.0,2.86,29.57,19.46
2024,6,25,3,0.0,2.55,29.23,19.54
2024,6,25,4,0.0,2.26,28.91,19.62
2024,6,25,5,15.1,2.32,28.92,19.49
2024,6,25,6,102.32,2.59,30.45,18.86
2024,6,25,7,221.43,2.67,32.95,17.86
2024,6,25,8,296.15,1.99,34.73,17.43
2024,6,25,9,393.58,1.25,36.15,17.13
2024,6,25,10,499.5,0.77,37.44,16.79
2024,6,25,11,722.0,0.64,38.59,16.39
2024,6,25,12,703.4,0.8,39.5,15.98
2024,6,25,13,691.47,0.97,40.12,15.61
2024,6,25,14,482.45,1.32,40.3,15.35
2024,6,25,15,279.5,1.81,40.07,15.18
2024,6,25,16,182.82,2.26,39.37,15.04
2024,6,25,17,87.22,2.65,38.3,15.12
2024,6,25,18,14.27,2.22,36.52,17.04
2024,6,25,19,0.0,2.45,35.01,17.85
2024,6,25,20,0.0,2.8,34.21,17.73
2024,6,25,21,0.0,2.87,33.51,17.91
2024,6,25,22,0.0,2.78,32.89,18.13
2024,6,25,23,0.0,2.57,32.34,18.39
2024,6,26,0,0.0,2.29,31.83,18.66
2024,6,26,1,0.0,2.01,31.35,18.98
2024,6,26,2,0.0,1.71,30.88,19.33
2024,6,26,3,0.0,1.44,30.45,19.66
2024,6,26,4,0.0,1.34,30.09,19.9
2024,6,26,5,19.5,1.82,29.96,19.55
2024,6,26,6,129.8,2.31,31.07,18.94
2024,6,26,7,302.42,2.61,33.36,17.65
2024,6,26,8,496.33,2.71,34.84,17.54
2024,6,26,9,676.95,2.95,36.04,17.76
2024,6,26,10,736.45,3.24,37.1,17.99
2024,6,26,11,712.62,3.4,37.88,18.15
2024,6,26,12,510.67,3.41,38.3,18.3
2024,6,26,13,273.6,3.35,38.43,18.41
2024,6,26,14,361.75,3.43,38.16,18.47
2024,6,26,15,195.5,3.73,37.61,18.46
2024,6,26,16,89.05,4.03,36.68,18.51
2024,6,26,17,33.45,4.19,35.47,18.85
2024,6,26,18,2.25,3.38,33.67,20.37
2024,6,26,19,0.0,3.59,32.4,21.02
2024,6,26,20,0.0,3.94,31.58,21.3
2024,6,26,21,0.0,4.03,30.86,21.68
2024,6,26,22,0.0,3.85,30.27,21.9
2024,6,26,23,0.0,3.51,29.8,21.92
2024,6,27,0,0.0,3.16,29.42,21.71
2024,6,27,1,0.0,2.64,29.06,21.61
2024,6,27,2,0.0,2.21,28.78,21.52
2024,6,27,3,0.0,2.05,28.55,21.44
2024,6,27,4,0.0,2.27,28.35,21.37
2024,6,27,5,17.77,2.94,28.31,21.29
2024,6,27,6,111.8,3.84,28.94,20.79
2024,6,27,7,240.57,4.7,29.96,19.82
2024,6,27,8,376.92,5.27,30.97,19.04
2024,6,27,9,447.02,5.4,31.85,18.56
2024,6,27,10,565.25,5.18,32.61,18.22
2024,6,27,11,638.12,4.88,33.39,17.98
2024,6,27,12,685.92,4.59,33.96,17.78
2024,6,27,13,702.6,4.43,34.27,17.66
2024,6,27,14,707.15,4.38,34.31,17.6
2024,6,27,15,502.83,4.09,33.88,17.75
2024,6,27,16,299.1,3.44,33.0,18.13
2024,6,27,17,139.7,2.53,31.7,18.92
2024,6,27,18,19.92,1.67,30.36,20.09
2024,6,27,19,0.0,1.34,29.3,20.76
2024,6,27,20,0.0,1.82,28.46,21.0
2024,6,27,21,0.0,2.43,27.84,21.13
2024,6,27,22,0.0,2.27,27.5,21.2
2024,6,27,23,0.0,1.42,27.41,21.07
2024,6,28,0,0.0,0.93,27.29,20.99
2024,6,28,1,0.0,0.82,27.04,21.14
2024,6,28,2,0.0,0.44,27.03,21.04
2024,6,28,3,0.0,0.81,27.04,20.97
2024,6,28,4,0.0,0.87,26.9,21.17
2024,6,28,5,12.5,0.66,27.01,20.88
2024,6,28,6,76.65,0.59,27.5,20.32
2024,6,28,7,164.15,0.55,28.24,19.55
2024,6,28,8,259.17,0.14,29.08,18.93
2024,6,28,9,384.48,0.63,29.94,18.94
2024,6,28,10,498.25,1.18,30.77,19.17
2024,6,28,11,556.35,1.53,31.59,19.32
2024,6,28,12,661.97,1.73,32.14,19.3
2024,6,28,13,628.2,1.76,32.34,19.19
2024,6,28,14,620.7,1.43,32.44,19.04
2024,6,28,15,525.3,0.93,32.37,18.91
2024,6,28,16,329.6,1.06,32.08,18.85
2024,6,28,17,153.12,1.74,31.57,18.91
2024,6,28,18,24.6,1.83,30.62,19.64
2024,6,28,19,0.0,1.88,29.85,19.9
2024,6,28,20,0.0,1.95,29.49,19.76
2024,6,28,21,0.0,1.82,29.18,19.75
2024,6,28,22,0.0,1.61,28.89,19.81
2024,6,28,23,0.0,1.47,28.65,19.94
2024,6,29,0,0.0,1.43,28.41,20.06
2024,6,29,1,0.0,1.52,28.23,20.13
2024,6,29,2,0.0,1.91,27.97,20.11
2024,6,29,3,0.0,2.24,27.63,20.16
2024,6,29,4,0.0,2.2,27.33,20.31
2024,6,29,5,12.68,2.18,27.29,20.42
2024,6,29,6,84.85,2.46,28.13,20.37
2024,6,29,7,183.62,3.16,29.75,19.92
2024,6,29,8,337.3,3.66,31.22,19.3
2024,6,29,9,414.95,4.09,32.22,19.11
2024,6,29,10,478.23,4.38,33.04,19.1
2024,6,29,11,389.75,4.52,33.63,19.16
2024,6,29,12,364.2,4.53,33.91,19.25
2024,6,29,13,300.75,4.46,33.99,19.3
2024,6,29,14,236.57,4.17,33.82,19.27
2024,6,29,15,250.23,3.82,32.99,19.26
2024,6,29,16,144.1,3.62,32.12,19.33
2024,6,29,17,74.85,3.38,31.25,19.56
2024,6,29,18,13.23,2.92,30.15,20.08
2024,6,29,19,0.0,2.96,29.38,20.17
2024,6,29,20,0.0,2.99,28.95,20.17
2024,6,29,21,0.0,2.93,28.58,20.27
2024,6,29,22,0.0,2.89,28.21,20.45
2024,6,29,23,0.0,2.95,27.89,20.65
2024,6,30,0,0.0,3.11,27.61,20.82
2024,6,30,1,0.0,3.2,27.4,20.97
2024,6,30,2,0.0,3.28,27.24,21.11
2024,6,30,3,0.0,3.52,27.08,21.2
2024,6,30,4,0.0,3.95,26.93,21.22
2024,6,30,5,19.4,4.43,27.05,21.2
2024,6,30,6,125.88,5.93,28.28,20.85
2024,6,30,7,285.45,6.35,30.1,20.34
2024,6,30,8,474.05,5.38,31.82,19.84
2024,6,30,9,640.75,4.26,33.34,19.55
2024,6,30,10,759.17,3.38,34.56,19.4
2024,6,30,11,731.78,2.87,35.57,19.23
2024,6,30,12,669.53,2.76,36.34,19.06
2024,6,30,13,528.67,2.9,36.71,18.92
2024,6,30,14,319.52,2.92,36.58,18.89
2024,6,30,15,167.4,2.86,36.16,18.92
2024,6,30,16,191.27,2.91,35.33,18.94
2024,6,30,17,97.05,3.0,34.34,19.2
2024,6,30,18,17.27,2.7,32.93,20.16
2024,6,30,19,0.0,3.24,31.8,20.48
2024,6,30,20,0.0,3.99,31.04,20.41
2024,6,30,21,0.0,4.37,30.45,20.52
2024,6,30,22,0.0,4.38,29.98,20.59
2024,6,30,23,0.0,4.43,29.65,20.57
2024,7,1,0,0.0,4.68,29.37,20.49
2024,7,1,1,0.0,4.93,29.14,20.38
2024,7,1,2,0.0,4.78,28.79,20.36
2024,7,1,3,0.0,4.51,28.29,20.45
2024,7,1,4,0.0,4.43,27.77,20.57
2024,7,1,5,10.82,4.85,27.56,20.7
2024,7,1,6,80.45,5.86,28.25,20.7
2024,7,1,7,189.32,5.93,29.64,20.57
2024,7,1,8,298.05,5.28,31.23,20.43
2024,7,1,9,437.25,4.62,32.81,20.39
2024,7,1,10,541.7,4.13,33.97,20.43
2024,7,1,11,546.83,4.0,34.77,20.43
2024,7,1,12,436.17,4.27,35.61,20.14
2024,7,1,13,418.9,4.65,35.94,19.89
2024,7,1,14,506.6,4.89,35.79,19.73
2024,7,1,15,391.7,5.19,35.37,19.65
2024,7,1,16,243.65,5.34,34.64,19.63
2024,7,1,17,114.82,4.64,33.67,19.88
2024,7,1,18,21.95,2.71,32.26,21.01
2024,7,1,19,0.0,1.91,31.34,21.68
2024,7,1,20,0.0,1.82,30.86,21.58
2024,7,1,21,0.0,2.26,30.42,21.14
2024,7,1,22,0.0,3.3,29.99,20.69
2024,7,1,23,0.0,4.49,29.48,20.35
2024,7,2,0,0.0,5.4,28.89,19.91
2024,7,2,1,0.0,5.82,28.34,19.41
2024,7,2,2,0.0,5.6,27.86,19.13
2024,7,2,3,0.0,5.99,27.67,18.82
2024,7,2,4,0.0,5.9,27.44,18.8
2024,7,2,5,19.08,5.47,27.35,19.07
2024,7,2,6,109.65,5.6,28.2,19.24
2024,7,2,7,238.82,5.48,29.98,19.0
2024,7,2,8,395.42,4.9,32.14,18.64
2024,7,2,9,499.67,4.0,34.21,18.45
2024,7,2,10,560.03,3.3,35.89,18.32
2024,7,2,11,571.85,2.84,37.19,18.24
2024,7,2,12,567.33,2.44,38.07,18.19
2024,7,2,13,581.95,1.98,38.32,18.14
2024,7,2,14,456.15,1.93,37.85,18.04
2024,7,2,15,360.92,2.51,37.23,17.95
2024,7,2,16,218.07,3.28,36.51,17.94
2024,7,2,17,106.82,3.91,35.56,18.04
2024,7,2,18,19.38,3.75,34.08,18.69
2024,7,2,19,0.0,3.92,32.87,18.89
2024,7,2,20,0.0,4.17,32.05,18.85
2024,7,2,21,0.0,4.08,31.27,18.9
2024,7,2,22,0.0,3.88,30.57,18.94
2024,7,2,23,0.0,3.68,29.99,18.97
2024,7,3,0,0.0,3.84,29.47,19.01
2024,7,3,1,0.0,4.66,29.01,19.04
2024,7,3,2,0.0,5.32,28.57,19.12
2024,7,3,3,0.0,5.58,28.16,19.24
2024,7,3,4,0.0,5.69,27.78,19.3
2024,7,3,5,16.4,5.93,27.75,19.25
2024,7,3,6,103.65,7.35,28.88,18.97
2024,7,3,7,240.52,7.07,30.94,18.85
2024,7,3,8,413.9,6.43,33.2,18.78
2024,7,3,9,579.12,5.72,34.89,18.89
2024,7,3,10,685.67,4.68,35.66,19.18
2024,7,3,11,701.72,3.56,35.68,19.67
2024,7,3,12,666.28,2.78,35.41,20.17
2024,7,3,13,555.6,2.27,35.15,20.79
2024,7,3,14,478.6,1.78,35.03,21.26
2024,7,3,15,330.38,1.26,34.98,21.11
2024,7,3,16,197.48,1.09,34.62,20.94
2024,7,3,17,86.47,1.59,33.82,21.09
2024,7,3,18,14.73,1.79,32.28,23.5
2024,7,3,19,0.0,2.06,31.29,23.25
2024,7,3,20,0.0,2.35,30.76,22.28
2024,7,3,21,0.0,2.85,30.31,21.33
2024,7,3,22,0.0,3.37,29.89,20.81
2024,7,3,23,0.0,3.5,29.42,20.74
2024,7,4,0,0.0,3.48,29.02,20.81
2024,7,4,1,0.0,3.26,28.66,20.84
2024,7,4,2,0.0,2.88,28.25,20.89
2024,7,4,3,0.0,2.76,27.86,21.0
2024,7,4,4,0.0,2.92,27.51,21.01
2024,7,4,5,6.95,3.29,27.42,20.91
2024,7,4,6,42.05,3.64,27.94,20.83
2024,7,4,7,85.12,4.37,28.82,20.49
2024,7,4,8,133.45,4.69,29.31,20.31
2024,7,4,9,294.25,4.57,29.72,20.06
2024,7,4,10,343.83,4.25,30.08,20.04
2024,7,4,11,281.4,4.1,30.15,20.17
2024,7,4,12,107.1,4.14,30.04,20.34
2024,7,4,13,111.38,4.16,29.92,20.55
2024,7,4,14,124.03,3.99,29.97,20.76
2024,7,4,15,211.75,3.77,30.02,21.05
2024,7,4,16,139.12,3.48,29.85,21.36
2024,7,4,17,66.57,2.89,29.34,21.78
2024,7,4,18,11.25,2.21,28.55,22.37
2024,7,4,19,0.0,2.02,28.1,22.4
2024,7,4,20,0.0,1.99,27.91,22.22
2024,7,4,21,0.0,2.09,27.75,22.04
2024,7,4,22,0.0,2.44,27.57,21.81
2024,7,4,23,0.0,3.0,27.31,21.56
2024,7,5,0,0.0,3.62,27.0,21.36
2024,7,5,1,0.0,4.32,26.75,21.15
2024,7,5,2,0.0,4.36,26.58,21.08
2024,7,5,3,0.0,3.81,26.51,21.14
2024,7,5,4,0.0,3.42,26.51,21.21
2024,7,5,5,3.83,2.95,26.59,21.34
2024,7,5,6,24.27,2.75,26.97,21.45
2024,7,5,7,51.9,2.42,27.61,21.4
2024,7,5,8,90.1,2.04,28.37,21.17
2024,7,5,9,128.55,1.63,29.26,21.0
2024,7,5,10,141.93,1.48,30.13,20.93
2024,7,5,11,355.08,1.72,30.68,21.0
2024,7,5,12,183.57,2.22,31.02,21.15
2024,7,5,13,292.52,2.52,31.05,21.33
2024,7,5,14,67.45,2.03,30.88,21.52
2024,7,5,15,58.7,1.07,30.73,21.49
2024,7,5,16,39.62,0.45,30.58,21.42
2024,7,5,17,18.75,0.98,30.2,21.86
2024,7,5,18,3.6,1.39,29.26,22.86
2024,7,5,19,0.0,1.76,28.42,22.91
2024,7,5,20,0.0,2.05,28.08,22.49
2024,7,5,21,0.0,2.2,27.85,22.31
2024,7,5,22,0.0,2.34,27.65,22.19
2024,7,5,23,0.0,2.69,27.49,22.07
2024,7,6,0,0.0,3.34,27.3,21.87
2024,7,6,1,0.0,4.15,27.08,21.57
2024,7,6,2,0.0,4.49,26.9,21.27
2024,7,6,3,0.0,4.54,26.77,20.97
2024,7,6,4,0.0,4.41,26.64,20.7
2024,7,6,5,10.12,4.32,26.71,20.52
2024,7,6,6,67.85,4.71,27.61,20.45
2024,7,6,7,159.7,4.89,29.24,20.36
2024,7,6,8,257.62,5.15,31.0,20.29
2024,7,6,9,304.27,5.25,32.64,20.32
2024,7,6,10,495.67,5.31,33.97,20.4
2024,7,6,11,606.62,5.35,34.79,20.46
2024,7,6,12,459.23,5.41,35.27,20.42
2024,7,6,13,463.08,5.41,35.38,20.3
2024,7,6,14,442.0,5.31,35.2,20.04
2024,7,6,15,310.48,5.05,34.77,19.81
2024,7,6,16,188.85,4.22,33.85,20.01
2024,7,6,17,96.3,3.1,32.8,20.78
2024,7,6,18,17.77,2.07,31.6,22.13
2024,7,6,19,0.0,1.93,30.97,22.37
2024,7,6,20,0.0,2.08,30.47,22.25
2024,7,6,21,0.0,2.21,29.88,22.03
2024,7,6,22,0.0,2.38,29.32,21.61
2024,7,6,23,0.0,2.35,28.8,21.27
2024,7,7,0,0.0,2.28,28.38,21.03
2024,7,7,1,0.0,2.26,28.03,20.82
2024,7,7,2,0.0,2.27,27.65,20.62
2024,7,7,3,0.0,2.4,27.26,20.43
2024,7,7,4,0.0,2.42,26.89,20.34
2024,7,7,5,11.65,2.52,26.83,20.39
2024,7,7,6,83.57,2.87,27.6,20.34
2024,7,7,7,199.2,3.87,29.45,19.96
2024,7,7,8,319.62,3.86,30.94,19.65
2024,7,7,9,432.73,3.56,32.36,19.33
2024,7,7,10,530.5,3.5,33.76,18.98
2024,7,7,11,581.1,3.52,34.8,18.64
2024,7,7,12,547.3,3.52,35.57,18.43
2024,7,7,13,501.0,3.6,36.02,18.27
2024,7,7,14,428.7,3.58,36.11,18.08
2024,7,7,15,324.3,3.38,35.76,17.93
